Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
04/23/2025,NISS,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2986770
06/04/2025,HOND,4D,,BLU,1234567,IL,10300 S. Doty,(773) 568-8495,2988592
05/22/2025,HYUN,LL,KON,GRY,JEF9389,OH,701 N. Sacramento,(773) 265-7605,7123515
06/04/2025,NISS,4D,,BLK,EN49690,IL,400 E. Lower Wacker,(312) 744-7550,0344368
05/19/2025,CADI,4D,ATS,BLU,105EDD,IN,10300 S. Doty,(773) 568-8495,2987905
07/07/2025,TOYT,4D,PRI,TAN,WH2660C,WI,701 N. Sacramento,(773) 265-7605,7127603
06/12/2025,ACUR,4D,,SIL,Q431294,IL,701 N. Sacramento,(773) 265-7605,7125213
05/01/2025,TOYT,PK,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7121844
04/18/2025,CADI,4D,,WHI,FC73589,IL,10300 S. Doty,(773) 568-8495,2986582
07/07/2025,FORD,4D,FOC,WHI,EJN8801,MI,701 N. Sacramento,(773) 265-7605,7127606
05/01/2025,TOYT,4D,,BLK,61541C,IN,701 N. Sacramento,(773) 265-7605,7121845
05/01/2025,MERC,LL,,WHI,EB36027,IL,701 N. Sacramento,(773) 265-7605,7121846
07/01/2025,BUIC,4D,,RED,EL34037,IL,400 E. Lower Wacker,(312) 744-7550,0346163
05/17/2025,HOND,4D,FIT,RED,EN37465,IL,701 N. Sacramento,(773) 265-7605,7123190
05/05/2025,OLDS,LL,,SIL,ER90604,IL,701 N. Sacramento,(773) 265-7605,7122221
05/12/2025,HOND,4D,,GRY,DHD512,IN,400 E. Lower Wacker,(312) 744-7550,0342542
06/12/2025,CHGO,MC,,RED,0000,IL,701 N. Sacramento,(773) 265-7605,7125218
05/08/2025,TOYT,4D,,GRY,EK80827,IL,701 N. Sacramento,(773) 265-7605,7122388
06/12/2025,HOND,MC,,RED,0000,IL,701 N. Sacramento,(773) 265-7605,7125219
06/12/2025,CADI,4D,,WHI,7545BD,IL,701 N. Sacramento,(773) 265-7605,7125214
05/01/2025,HYUN,4D,,BLK,FE33876,IL,701 N. Sacramento,(773) 265-7605,7121849
04/18/2025,CHEV,4D,IMP,RED,,IL,701 N. Sacramento,(773) 265-7605,7120770
06/14/2025,BMW,LL,,BLK,BC40134,IL,701 N. Sacramento,(773) 265-7605,7125371
05/07/2025,HOND,VC,ODY,SIL,CG36093,IL,701 N. Sacramento,(773) 265-7605,7122319
05/11/2025,NISS,4D,,WHI,LNZ6811,NY,400 E. Lower Wacker,(312) 744-7550,0342453
04/18/2025,CHRY,4D,,BLK,FF51316,IL,400 E. Lower Wacker,(312) 744-7550,0340670
05/17/2025,FORD,LL,ECP,SIL,,,10300 S. Doty,(773) 568-8495,2987823
07/07/2025,CHEV,PK,SLV,YEL,3705684B,IL,10300 S. Doty,(773) 785-9752,1728334
07/10/2025,BMW,2D,,GRY,2450CP,IL,701 N. Sacramento,(773) 265-7605,7127752
05/17/2025,JEEP,LL,GCH,GRY,CH94672,IL,701 N. Sacramento,(773) 265-7605,7123193
05/26/2025,GMC,LL,TRN,SIL,CA71611,IL,10300 S. Doty,(773) 568-8495,2988165
04/18/2025,JEEP,LL,,WHI,FD31674,IL,10300 S. Doty,(773) 568-8495,2986583
07/04/2025,FORD,LL,XPL,TRQ,,,10300 S. Doty,(773) 568-8495,2989791
07/10/2025,CHRY,VN,,RED,FF34477,IL,701 N. Sacramento,(773) 265-7605,7127754
07/12/2025,HYUN,LL,SFE,BLK,CB72510,IL,701 N. Sacramento,(773) 265-7605,7127950
07/12/2025,FORD,PK,F45,WHI,170315H,IL,10300 S. Doty,(773) 568-8495,2990191
06/27/2025,BMW,4D,,WHI,FA19664,IL,701 N. Sacramento,(773) 265-7605,7126356
07/12/2025,VOLK,4D,,WHI,EN75025,IL,400 E. Lower Wacker,(312) 744-7550,0347161
06/27/2025,MAZD,4D,,SIL,EK95827,IL,701 N. Sacramento,(773) 265-7605,7126358
06/12/2025,HOND,4D,,BLU,EV65314,IL,701 N. Sacramento,(773) 265-7605,7125209
06/24/2025,FORD,PK,F15,WHI,3943512B,IL,701 N. Sacramento,(773) 265-7605,7126229
06/28/2025,CHEV,4D,,RED,CL52578,IL,10300 S. Doty,(773) 568-8495,2989524
05/28/2025,JEEP,4D,,GRN,CV36507,IL,701 N. Sacramento,(773) 265-7605,7124047
06/24/2025,TOYT,4D,COA,BLK,NONE,IL,701 N. Sacramento,(773) 265-1846,1549436
05/30/2025,DODG,4D,,RED,0000,IL,701 N. Sacramento,(773) 265-7605,7124196
06/02/2025,FORD,LL,EDG,BLK,EG76363,IL,701 N. Sacramento,(773) 265-7605,1549320
05/05/2025,CHEV,4D,,BLK,Q654363,IL,10300 S. Doty,(773) 568-8495,2987297
06/28/2025,INFI,LL,,BLK,406AC540,IL,10300 S. Doty,(773) 568-8495,2989522
07/10/2025,CHEV,4D,,BLU,EH62549,IL,701 N. Sacramento,(773) 265-7605,7127753
06/28/2025,HYUN,4D,,GRY,Y814583,IL,10300 S. Doty,(773) 568-8495,2989525
06/12/2025,HYUN,4D,,PLE,DF68489,IL,10300 S. Doty,(773) 568-8495,2988887
07/13/2025,INFI,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2990269
07/13/2025,FORD,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2990272
07/02/2025,CHEV,4D,,GRY,EX92133,IL,400 E. Lower Wacker,(312) 744-7550,0346245
06/02/2025,FORD,4D,FUS,WHI,APA9671,WI,701 N. Sacramento,(773) 265-7605,1549319
06/12/2025,TOYT,4D,,BLK,FF74544,IL,10300 S. Doty,(773) 568-8495,2988894
07/13/2025,HYUN,LL,,SIL,DP79070,IL,10300 S. Doty,(773) 568-8495,2990271
06/24/2025,TOYT,4D,,BRO,0GT252,IA,400 E. Lower Wacker,(312) 744-7550,0345750
05/05/2025,TOYT,VN,TK,GRY,CX78624,IL,701 N. Sacramento,(773) 265-7605,7122222
06/01/2025,CHRY,VC,,SIL,DD13136,IL,701 N. Sacramento,(773) 265-7605,7124448
07/13/2025,ACUR,LL,RDX,BLK,,,10300 S. Doty,(773) 568-8495,2990273
06/24/2025,CHEV,4D,IMP,BLK,FE40970,IL,701 N. Sacramento,(773) 265-7605,7126231
06/07/2025,AUDI,LL,,BLK,EC44677,IL,10300 S. Doty,(773) 568-8495,2988658
06/21/2025,CHRY,VN,,BLK,92BKTM,FL,701 N. Sacramento,(773) 265-7605,7125957
06/28/2025,FORD,4D,,TAN,DT40590,IL,10300 S. Doty,(773) 568-8495,2989523
07/13/2025,DODG,LL,,GRY,CZ56043,IL,701 N. Sacramento,(773) 265-7605,7128124
05/01/2025,FORD,PK,,BRO,3881106B,IL,701 N. Sacramento,(773) 265-7605,7121851
06/24/2025,CHEV,LL,EQX,TAN,ER61671,IL,10300 S. Doty,(773) 568-8495,2989331
05/12/2025,TOYT,4D,,GRY,WFM3850,TX,400 E. Lower Wacker,(312) 744-7550,0342533
05/01/2025,MERC,LL,,WHI,79100FF,IL,10300 S. Doty,(773) 568-8495,2987080
06/12/2025,VOLK,4D,,BLU,FC73573,IL,701 N. Sacramento,(773) 265-7605,7125225
05/01/2025,DODG,LL,,DBL,CV28163,IL,10300 S. Doty,(773) 568-8495,2987079
04/23/2025,FORD,PK,,WHI,3596852B,IL,701 N. Sacramento,(773) 265-7605,7121147
06/28/2025,NISS,4D,,BLK,ET75050,IL,10300 S. Doty,(773) 568-8495,2989529
05/06/2025,CHEV,4D,,SIL,EL35226,IL,10300 S. Doty,(773) 568-8495,2987350
06/28/2025,DODG,4D,,BLK,FJ70945,IL,701 N. Sacramento,(773) 265-7605,7126530
04/23/2025,MAZD,4D,,BLK,DR77667,IL,701 N. Sacramento,(773) 265-7605,7121145
05/07/2025,BMW,4D,,GRY,0000,IL,10300 S. Doty,(773) 568-8495,2987386
05/11/2025,JEEP,4D,,WHI,FA42633,IL,10300 S. Doty,(773) 568-8495,2987516
06/28/2025,FORD,4D,,BLU,EJ20322,IL,10300 S. Doty,(773) 568-8495,2989528
05/22/2025,FORD,4D,FUS,BLU,NONE,IL,701 N. Sacramento,(773) 265-7605,7123531
07/06/2025,JEEP,4D,,BLK,A1113SF,IL,10300 S. Doty,(773) 568-8495,2989884
05/15/2025,CHEV,4D,IMP,RED,CHP597,IN,701 N. Sacramento,(773) 265-7605,7122983
06/02/2025,KIA,4D,,BLK,CL43279,IL,400 E. Lower Wacker,(312) 744-7550,0344202
06/02/2025,JEEP,LL,LBY,SIL,AT53066,IL,701 N. Sacramento,(773) 265-7605,1549321
06/24/2025,CADI,LL,ESC,GRY,EJ84706,IL,10300 S. Doty,(773) 568-8495,2989332
07/06/2025,AUDI,4D,,BLK,ET42383,IL,10300 S. Doty,(773) 568-8495,2989882
07/06/2025,BMW,4D,,PNK,EK58912,IL,10300 S. Doty,(773) 568-8495,2989883
06/21/2025,BMW,4D,,GRY,8317CC,IL,701 N. Sacramento,(773) 265-7605,7125929
05/25/2025,CHEV,2D,,BLU,ED40940,IL,701 N. Sacramento,(773) 265-7605,25033601
05/19/2025,FORD,VN,TCN,BLU,,,701 N. Sacramento,(773) 265-7605,7123363
06/26/2025,NISS,4D,,GRY,EZ32226,IL,10300 S. Doty,(773) 568-8495,2989455
05/30/2025,TOYT,4D,,BGE,0000,IL,701 N. Sacramento,(773) 265-7605,7124197
06/24/2025,JEEP,LL,CHK,BLK,EN63427,IL,10300 S. Doty,(773) 568-8495,2989336
07/07/2025,JEEP,LL,,BLK,DQ40199,IL,701 N. Sacramento,(773) 265-7605,7127601
06/07/2025,NISS,4D,,WHI,FD94120,IL,10300 S. Doty,(773) 568-8495,2988657
06/05/2025,CHEV,LL,,GRY,AE85507,IL,701 N. Sacramento,(773) 265-7605,7124654
05/09/2025,INFI,MC,,BLU,0000,IL,701 N. Sacramento,(773) 265-7605,7122462
07/04/2025,DODG,4D,DAR,BLK,,,701 N. Sacramento,(773) 265-7605,7127368
07/10/2025,SUZI,4D,,WHI,EJ71718,IL,10300 S. Doty,(773) 568-8495,2990059
05/05/2025,INFI,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7122220
06/24/2025,CHEV,LL,TRX,WHI,NONE,IL,701 N. Sacramento,(773) 265-7605,7126232
07/07/2025,NISS,4D,SEN,GRY,,,701 N. Sacramento,(773) 265-7605,7127602
06/12/2025,FORD,LL,,GRY,FC62120,IL,10300 S. Doty,(773) 568-8495,2988893
07/10/2025,TRTL,TE,,BLK,,,10300 S. Doty,(773) 785-9752,1728365
06/24/2025,DODG,LL,JNY,WHI,FC74730,IL,701 N. Sacramento,(773) 265-7605,7126234
05/12/2025,MAZD,4D,,BLK,CV71213,IL,400 E. Lower Wacker,(312) 744-7550,0342512
06/24/2025,DODG,4D,CAL,SIL,NONE,IL,701 N. Sacramento,(773) 265-7605,7126236
05/22/2025,FORD,LL,EPD,BLK,FB71765,IL,10300 S. Doty,(773) 785-9752,1728141
07/07/2025,JEEP,LL,LBY,GRY,FC40077,IL,701 N. Sacramento,(773) 265-1846,1549467
05/22/2025,MAZD,4D,MZ3,BLK,BN47253,IL,701 N. Sacramento,(773) 265-1846,7123519
07/07/2025,TOYT,4D,PRI,BLU,,,701 N. Sacramento,(773) 265-7605,7127604
06/24/2025,TOYT,LL,RAV,WHI,EK94065,IL,701 N. Sacramento,(773) 265-7605,7126235
05/11/2025,ACUR,4D,,,ONW357,IA,400 E. Lower Wacker,(312) 744-7550,0342470
05/30/2025,TOYT,4D,,BLK,CS58277,IL,10300 S. Doty,(773) 568-8495,2988379
04/26/2025,AUDI,LL,,BLK,22131EL,IL,701 N. Sacramento,(773) 265-7605,7121363
05/22/2025,CHEV,4D,,BLK,DL90135,IL,701 N. Sacramento,(773) 265-7605,7123533
05/25/2025,TOYT,LL,,RED,GWV5030,OH,701 N. Sacramento,(773) 265-7605,7123825
05/10/2025,NISS,4D,SEN,BLK,CG93348,IL,701 N. Sacramento,(773) 265-7605,7122656
07/04/2025,ACUR,4D,TLX,BLK,DA90585,IL,701 N. Sacramento,(773) 265-7605,7127376
05/07/2025,TOYT,4D,CAM,GRY,FF32424,IL,10300 S. Doty,(773) 568-8495,2987382
04/26/2025,HOND,4D,,SIL,FH39550,IL,701 N. Sacramento,(773) 265-7605,7121361
05/22/2025,CHEV,LL,,BLK,EJ26684,IL,701 N. Sacramento,(773) 265-7605,7123532
04/26/2025,NISS,4T,,SIL,EE36968,IL,701 N. Sacramento,(773) 265-7605,7121368
07/10/2025,VOLK,4D,,BLU,EW94029,IL,10300 S. Doty,(773) 568-8495,2990080
07/10/2025,TRTL,TE,,BLU,NONE,IL,10300 S. Doty,(773) 785-9752,1728366
05/09/2025,NISS,4D,SEN,SIL,ES31226,IL,10300 S. Doty,(773) 785-9752,1728078
06/28/2025,LINC,4D,,BLU,EE96156,IL,10300 S. Doty,(773) 568-8495,2989526
05/05/2025,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7122226
07/07/2025,DODG,PK,R15,WHI,009909A4,IL,701 N. Sacramento,(773) 265-1846,1549468
05/28/2025,NISS,4D,,GRY,BF77617,IL,400 E. Lower Wacker,(312) 744-7550,0343845
05/15/2025,CHEV,4D,,BLU,FE61460,IL,10300 S. Doty,(773) 568-8495,2987735
06/28/2025,CHEV,4D,,SIL,ES43800,IL,10300 S. Doty,(773) 568-8495,2989527
07/10/2025,NISS,4D,,WHI,20480WS,IL,701 N. Sacramento,(773) 265-7605,7127755
07/04/2025,HYUN,4D,ELN,BLK,FD53114,IL,701 N. Sacramento,(773) 265-7605,7127366
05/15/2025,DODG,4D,,WHI,NONE,IL,10300 S. Doty,(773) 785-9752,1728114
07/12/2025,NISS,4D,,BLK,ES74632,IL,400 E. Lower Wacker,(312) 744-7550,0347168
04/23/2025,KAWK,MC,,RED,,IL,701 N. Sacramento,(773) 265-7605,7121149
05/28/2025,INFI,4D,,RED,NONE,IL,701 N. Sacramento,(773) 265-7605,7124053
06/29/2025,SUBA,SW,FOR,WHI,LM4W4K,MO,701 N. Sacramento,(773) 265-7605,7126777
07/12/2025,MAZD,4D,MZ3,BLK,LPG5576,TX,701 N. Sacramento,(773) 265-7605,7127953
05/15/2025,TMTO,MC,,BLU,NONE,IL,10300 S. Doty,(773) 568-8495,2987736
04/28/2025,HOND,4D,,BLK,4752429,IL,400 E. Lower Wacker,(312) 744-7550,0341423
07/12/2025,FORD,4D,,RED,W326728,IL,400 E. Lower Wacker,(312) 744-7550,0347163
06/21/2025,JEEP,LL,,GRY,572CLE,IN,701 N. Sacramento,(773) 265-7605,7125935
05/19/2025,HYUN,4D,,RED,EV40919,IL,10300 S. Doty,(773) 568-8495,514523
05/22/2025,SUBA,LL,CTK,LBL,EB34875,IL,701 N. Sacramento,(773) 265-7605,7123525
04/23/2025,DODG,PK,,WHI,3296198B,IL,701 N. Sacramento,(773) 265-7605,7121157
06/24/2025,CHEV,LL,TRX,GRY,NONE,IL,10300 S. Doty,(773) 568-8495,2989344
04/23/2025,TOYT,4D,,BLU,EL43760,IL,701 N. Sacramento,(773) 265-7605,7121159
05/22/2025,FORD,PK,F45,WHI,539071D,IL,10300 S. Doty,(773) 568-8495,2988007
06/12/2025,BUIC,4D,,MAR,FC17999,IL,701 N. Sacramento,(773) 265-7605,7125211
07/04/2025,PORS,LL,,BLU,DU78581,IL,701 N. Sacramento,(773) 265-7605,7127367
07/12/2025,HOND,4D,,BLK,NXA555,IN,400 E. Lower Wacker,(312) 744-7550,0347164
07/04/2025,TOYT,LL,HGH,MAR,V226543,IL,701 N. Sacramento,(773) 265-7605,7127377
05/28/2025,ACUR,4D,,WHI,EQ34506,IL,701 N. Sacramento,(773) 265-7605,7124052
07/01/2025,SUBA,4D,CTK,RED,CH57398,IL,701 N. Sacramento,(773) 265-7605,7127185
06/28/2025,NISS,4D,,GRY,CZ21824,IL,10300 S. Doty,(773) 568-8495,2989532
05/30/2025,JEEP,LL,CHK,BLK,0000,IL,10300 S. Doty,(773) 568-8495,2988382
05/20/2025,NISS,4D,,BLU,FA24481,IL,10300 S. Doty,(773) 568-8495,514526
05/22/2025,DODG,4D,CHL,BLK,NONE,IL,701 N. Sacramento,(773) 265-7605,7123522
06/12/2025,DODG,4D,,WHI,AZ95634,IL,701 N. Sacramento,(773) 265-7605,7125229
06/02/2025,INFI,LL,FX3,BLU,CD52828,IL,701 N. Sacramento,(773) 265-7605,7124522
05/28/2025,TOYT,4D,,WHI,EJ27402,IL,701 N. Sacramento,(773) 265-7605,7124051
06/02/2025,HOND,SW,HRV,GRY,S895021,IN,701 N. Sacramento,(773) 265-7605,7124524
06/12/2025,FORD,4D,,MAR,GEM6637,OH,701 N. Sacramento,(773) 265-7605,7125226
05/05/2025,TOYT,4D,,BLK,FE65056,IL,400 E. Lower Wacker,(312) 744-7550,0342043
06/12/2025,VOLK,4D,,BLK,DY14345,IL,701 N. Sacramento,(773) 265-7605,7125228
06/28/2025,SUBA,4D,,GRN,AA754L,IN,701 N. Sacramento,(773) 265-7605,7126531
06/24/2025,MDCA,TE,,WHI,EN27104,IL,701 N. Sacramento,(773) 265-7605,7126238
06/24/2025,FORD,VN,TCN,WHI,EN27104,IL,701 N. Sacramento,(773) 265-7605,7126237
06/28/2025,NISS,4D,,WHI,ET72259,IL,10300 S. Doty,(773) 568-8495,2989531
07/07/2025,CHRY,SW,CRU,RED,EK78673,IL,701 N. Sacramento,(773) 265-7605,7127615
05/09/2025,NISS,4D,,GRY,EZ74936,IL,10300 S. Doty,(773) 568-8495,2987438
05/10/2025,INFI,4D,,BRZ,FH85308,IL,701 N. Sacramento,(773) 265-7605,7122632
07/10/2025,TOYT,4D,,TAN,DT52871,IL,701 N. Sacramento,(773) 265-7605,7127757
05/22/2025,JEEP,LL,,BLK,DD25488,IL,10300 S. Doty,(773) 568-8495,2988009
07/01/2025,KIA,LL,SOR,GRY,EU13295,IL,10300 S. Doty,(773) 568-8495,2989684
06/12/2025,VOLK,4D,,BLK,0000,IL,701 N. Sacramento,(773) 265-7605,712
04/28/2025,DODG,VN,,BLU,EK81385,IL,400 E. Lower Wacker,(312) 744-7550,0341424
07/07/2025,FORD,4D,TAU,BLK,DV31389,IL,701 N. Sacramento,(773) 265-7605,7127607
07/07/2025,AUDI,4D,AA6,WHI,BW76345,IL,701 N. Sacramento,(773) 265-7605,7127614
05/22/2025,AUDI,4D,A3,SIL,EY77569,IL,701 N. Sacramento,(773) 265-7605,7123527
07/07/2025,BUIC,LL,,WHI,EM39566,IL,701 N. Sacramento,(773) 265-7605,7127613
05/22/2025,SUBA,LL,,GRY,EX40629,IL,701 N. Sacramento,(773) 265-7605,7123529
04/26/2025,LEXS,4T,,WHI,EN20723,IL,10300 S. Doty,(773) 568-8495,2986864
07/07/2025,HOND,4D,ACC,TAN,EY84011,IL,701 N. Sacramento,(773) 265-7605,7127608
05/22/2025,TOYT,4D,COA,BLU,EL69241,IL,701 N. Sacramento,(773) 265-7605,7123528
05/01/2025,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7121852
07/01/2025,HOND,VN,ODY,GRY,AW33281,IL,10300 S. Doty,(773) 568-8495,2989686
07/01/2025,HOND,4D,,,DX42976,IL,701 N. Sacramento,(773) 265-7605,7127186
05/22/2025,DRGG,MC,,BLU,GA2709,IL,701 N. Sacramento,(773) 265-7605,7123524
06/05/2025,CHEV,4D,,WHI,6998BD,IL,701 N. Sacramento,(773) 265-7605,7124656
07/07/2025,TOYT,4D,COA,GRY,P556424,IL,701 N. Sacramento,(773) 265-1846,1549469
06/05/2025,TOYT,3D,,BLU,1234567,IL,701 N. Sacramento,(773) 265-7605,7124657
05/05/2025,DODG,LL,,RED,T276520,IN,10300 S. Doty,(773) 568-8495,2987315
05/07/2025,CHEV,4D,EQX,GRN,2987366,IL,10300 S. Doty,(773) 568-8495,2987366
07/01/2025,MERZ,2D,,SIL,2729,IL,701 N. Sacramento,(773) 265-7605,7127187
07/07/2025,FORD,LL,EPD,RED,BW38210,IL,701 N. Sacramento,(773) 265-1846,1549465
04/26/2025,KIA,4D,,BLK,FC13642,IL,400 E. Lower Wacker,(312) 744-7550,0341239
07/07/2025,CHEV,LL,EQX,RED,FH38705,IL,701 N. Sacramento,(773) 265-1846,1549466
05/20/2025,MERC,4D,,GLD,1234567,IL,10300 S. Doty,(773) 568-8495,514525
07/04/2025,NISS,4D,VRS,BLK,EV87729,IL,701 N. Sacramento,(773) 265-7605,7127378
07/10/2025,VOLK,2D,,BLU,NONE,IL,10300 S. Doty,(773) 568-8495,2990081
06/02/2025,CHEV,SW,HHR,BLK,,,701 N. Sacramento,(773) 265-7605,7124526
06/12/2025,NISS,4D,,BGE,EZ17002,IL,701 N. Sacramento,(773) 265-7605,7125224
06/12/2025,TOYT,4D,,RED,DU27YB,FL,10300 S. Doty,(773) 568-8495,2988892
07/10/2025,JEEP,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2990082
06/12/2025,VOLK,4D,,SIL,658CHN,IN,701 N. Sacramento,(773) 265-7605,7125227
07/10/2025,HYUN,4D,,RED,EC76591,IL,701 N. Sacramento,(773) 265-7605,7127756
05/26/2025,HYUN,4D,ELN,BLK,NONE,IL,701 N. Sacramento,(773) 265-7605,7123962
07/12/2025,CHEV,4D,,CRM,LZF480,MN,400 E. Lower Wacker,(312) 744-7550,0347169
05/26/2025,NISS,4D,ALT,SIL,NONE,IL,701 N. Sacramento,(773) 265-7605,7123960
07/11/2025,MITS,LL,,BLK,T212081,IN,10300 S. Doty,(773) 568-8495,2990164
07/11/2025,NISS,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2990165
06/14/2025,AUDI,4D,,BLK,DL6889J,IL,701 N. Sacramento,(773) 265-7605,7125396
07/04/2025,CHEV,4D,CRZ,SIL,FH99514,IL,10300 S. Doty,(773) 568-8495,2989796
07/04/2025,JEEP,LL,CMP,BLK,EJ48727,IL,701 N. Sacramento,(773) 265-7605,7127379
07/04/2025,INFI,2D,Q60,RED,EE16686,IL,10300 S. Doty,(773) 568-8495,2989795
07/04/2025,KIA,SW,SOL,GRY,ET33710,IL,10300 S. Doty,(773) 568-8495,2989797
07/13/2025,NISS,LL,,BLK,FJ71566,IL,10300 S. Doty,(773) 568-8495,2990245
05/18/2025,TOYT,4D,,DGR,,,701 N. Sacramento,(773) 265-7605,7123195
06/12/2025,CHRY,VN,,SIL,358GH709,IL,10300 S. Doty,(773) 568-8495,2988888
04/26/2025,SUBA,LL,,WHI,DC47387,IL,701 N. Sacramento,(773) 265-7605,7121375
07/13/2025,GMC,PK,,WHI,AG26746,AZ,10300 S. Doty,(773) 568-8495,2990238
05/11/2025,NISS,4D,,SIL,EXS2826,MI,400 E. Lower Wacker,(312) 744-7550,0342457
05/15/2025,HOND,2D,,BLK,DR69072,IL,701 N. Sacramento,(773) 265-7605,7122989
05/28/2025,JEEP,4D,,WHI,NONE,IL,701 N. Sacramento,(773) 265-7605,7124054
07/13/2025,DODG,4D,,WHI,FB38919,IL,10300 S. Doty,(773) 568-8495,2990242
06/24/2025,FORD,UT,F45,RED,445AC851,IL,701 N. Sacramento,(773) 265-7605,7126243
07/13/2025,FORD,VN,,WHI,410AC428,IL,10300 S. Doty,(773) 568-8495,2990243
06/02/2025,FORD,PK,F15,RED,,,10300 S. Doty,(773) 568-8495,2988522
07/14/2025,HOND,VN,,BLU,,,701 N. Sacramento,(773) 265-7605,7128144
04/26/2025,INFI,LL,,GRY,WH2048B,WI,10300 S. Doty,(773) 568-8495,2986863
06/02/2025,NISS,4D,KIC,SIL,19989443,CO,10300 S. Doty,(773) 568-8495,2988523
05/15/2025,NISS,4D,,SIL,EK35300,IL,400 E. Lower Wacker,(312) 744-7550,0342817
06/12/2025,DODG,VN,,BLK,0000,IL,10300 S. Doty,(773) 568-8495,2988889
07/14/2025,FORD,4D,,BLK,EB62265,IL,701 N. Sacramento,(773) 265-7605,7128143
06/14/2025,HOND,4D,,BLU,V377936,IL,701 N. Sacramento,(773) 265-7605,7125398
06/02/2025,GMC,LL,YUK,SIL,,,10300 S. Doty,(773) 568-8495,2988521
06/21/2025,HOND,4D,,BLK,FG12187,IL,400 E. Lower Wacker,(312) 744-7550,0345518
07/14/2025,AUDI,4D,,BLK,FL59015,IL,701 N. Sacramento,(773) 265-7605,7128142
05/15/2025,NISS,PK,,RED,5390AR,IL,10300 S. Doty,(773) 568-8495,2987739
06/05/2025,HOND,LL,,WHI,EE72837,IL,10300 S. Doty,(773) 568-8495,514708
07/13/2025,FORD,LL,,GRY,EX95746,IL,701 N. Sacramento,(773) 265-7605,7128141
05/15/2025,ACUR,LL,,GRY,EU42187,IL,10300 S. Doty,(773) 568-8495,2987740
06/14/2025,ACUR,4D,,BLK,AT80812,IL,701 N. Sacramento,(773) 265-7605,7125394
06/12/2025,VOLK,4D,,BLK,0000,IL,701 N. Sacramento,(773) 265-7605,7125230
06/18/2025,CHEV,4D,AVO,WHI,EV31301,IL,10300 S. Doty,(773) 568-8495,7125770
06/27/2025,LEXS,4D,,BLK,EB86975,IL,701 N. Sacramento,(773) 265-7605,7126362
06/27/2025,GMC,PK,,MAR,3272548B,IL,701 N. Sacramento,(773) 265-7605,7126365
06/27/2025,VOLK,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7126368
06/27/2025,VOLV,4D,,BLK,DX44483,IL,701 N. Sacramento,(773) 265-7605,7126367
06/27/2025,FORD,LL,,BLK,EP26569,IL,400 E. Lower Wacker,(312) 744-7550,0345903
06/27/2025,HOND,4D,,SIL,144BNJR,TN,10300 S. Doty,(773) 568-8495,2989455
05/15/2025,FORD,4D,,RED,FE93992,IL,701 N. Sacramento,(773) 265-7605,7122990
06/12/2025,NISS,4D,ALT,BLU,452AC009,IL,701 N. Sacramento,(773) 265-7605,7125233
06/02/2025,MDCA,MV,,BLK,NONE,IL,10300 S. Doty,(773) 568-8495,2988527
07/04/2025,ZHEJ,MC,,BLK,,,701 N. Sacramento,(773) 265-7605,7127380
04/23/2025,TOYT,4D,,GRY,Q685548,IL,701 N. Sacramento,(773) 265-7605,7121153
05/22/2025,CHEV,LL,,BGE,FD49320,IL,701 N. Sacramento,(773) 265-1846,1549267
05/07/2025,FORD,LL,EDG,WHI,CR27876,IL,10300 S. Doty,(773) 568-8495,2987375
06/12/2025,HYUN,4D,,GRN,EN15300,IL,701 N. Sacramento,(773) 265-7605,7125231
07/04/2025,NISS,4D,ALT,WHI,FF72163,IL,10300 S. Doty,(773) 568-8495,2989792
05/05/2025,FORD,LL,,BLU,DKE855,MN,400 E. Lower Wacker,(312) 744-7550,0342045
07/12/2025,FORD,4D,,GRY,FF33252,IL,400 E. Lower Wacker,(312) 744-7550,0347175
07/04/2025,FORD,4D,FOC,BLK,EU16803,IL,10300 S. Doty,(773) 568-8495,2989794
06/05/2025,TOYT,4D,,BLK,34202LY,IL,701 N. Sacramento,(773) 265-7605,7124665
05/16/2025,FORD,VN,,WHI,3740535B,IL,701 N. Sacramento,(773) 265-7605,7122994
06/27/2025,BUIC,LL,,SIL,CV32493,IL,701 N. Sacramento,(773) 265-7605,7126371
07/04/2025,NISS,4D,RGE,SIL,EP26389,IL,10300 S. Doty,(773) 568-8495,2989793
05/11/2025,CADI,LL,,SIL,DQ36131,IL,701 N. Sacramento,(773) 265-7605,7122735
05/12/2025,HOND,4D,ACC,BLK,,,10300 S. Doty,(773) 568-8495,2987548
04/28/2025,KIA,LL,TK,WHI,DY41330,IL,701 N. Sacramento,(773) 265-7605,7121713
07/06/2025,TOYT,4D,,SIL,0,IL,701 N. Sacramento,(773) 265-7605,7127543
05/25/2025,FORD,2D,,BLK,EY91950,IL,701 N. Sacramento,(773) 265-7605,25033605
